id_vente,date,id_client,nom_client,region,id_produit,nom_produit,categorie,qte,prix_unitaire_Ar,remise_%,total_Ar,marge_Ar
V2647,2026-07-17,C005,Quincaillerie Diego,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,1,4500,10,4050.0,550.0
V2648,2026-07-18,C005,Quincaillerie Diego,Antsiranana,P013,Boite Sardine 10pcs,Conserve,2,18000,0,36000.0,6000.0
V2649,2026-07-18,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,15,10000,0,150000.0,30000.0
V2650,2026-07-18,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,14,33000,0,462000.0,70000.0
V2651,2026-07-18,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,15,32000,0,480000.0,105000.0
V2652,2026-07-18,C006,Alimentation Ambilobe,Ambilobe,P013,Boite Sardine 10pcs,Conserve,1,18000,0,18000.0,3000.0
V2653,2026-07-18,C005,Quincaillerie Diego,Antsiranana,P002,Riz Tsipala 50kg,Riz,25,130000,5,3087500.0,337500.0
V2654,2026-07-18,C005,Quincaillerie Diego,Antsiranana,P005,Sucre Blanc 1kg,Sucre,6,4000,5,22800.0,3600.0
V2655,2026-07-18,C006,Alimentation Ambilobe,Ambilobe,P008,Farine 1kg,Farine,3,2800,0,8400.0,1800.0
V2656,2026-07-18,C006,Alimentation Ambilobe,Ambilobe,P013,Boite Sardine 10pcs,Conserve,8,18000,5,136800.0,16800.0
V2657,2026-07-18,C005,Quincaillerie Diego,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,2,10000,0,20000.0,4000.0
V2658,2026-07-18,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,13,4500,0,58500.0,13000.0
V2659,2026-07-18,C002,Score Jumbo,Antsiranana,P005,Sucre Blanc 1kg,Sucre,6,4000,0,24000.0,4800.0
V2660,2026-07-19,C004,Epicerie Madiro,Ambanja,P019,Ciment Holcim 50kg,Matériaux,12,45000,0,540000.0,84000.0
V2661,2026-07-19,C005,Quincaillerie Diego,Antsiranana,P013,Boite Sardine 10pcs,Conserve,5,18000,0,90000.0,15000.0
V2662,2026-07-19,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,7,10000,10,63000.0,7000.0
V2663,2026-07-19,C002,Score Jumbo,Antsiranana,P005,Sucre Blanc 1kg,Sucre,8,4000,5,30400.0,4800.0
V2664,2026-07-19,C002,Score Jumbo,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,7,22000,10,138600.0,12600.0
V2665,2026-07-20,C005,Quincaillerie Diego,Antsiranana,P007,Farine 25kg,Farine,9,54000,5,461700.0,56700.0
V2666,2026-07-20,C006,Alimentation Ambilobe,Ambilobe,P017,Eau Vive 1 pack 1.5L,Boisson,4,10000,0,40000.0,8000.0
V2667,2026-07-20,C001,Epicerie Amina,Antsiranana,P009,Lait Nido 2kg,Lait,13,78000,0,1014000.0,169000.0
V2668,2026-07-20,C003,Hotel Constance Nosy Be,Nosy Be,P019,Ciment Holcim 50kg,Matériaux,2,45000,0,90000.0,14000.0
V2669,2026-07-20,C006,Alimentation Ambilobe,Ambilobe,P014,Tomate concentrée 1 carton,Conserve,7,30000,0,210000.0,35000.0
V2670,2026-07-20,C003,Hotel Constance Nosy Be,Nosy Be,P007,Farine 25kg,Farine,6,54000,0,324000.0,54000.0
V2671,2026-07-21,C005,Quincaillerie Diego,Antsiranana,P001,Riz Maka 25kg,Riz,24,65000,0,1560000.0,240000.0
V2672,2026-07-21,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,14,32000,0,448000.0,98000.0
V2673,2026-07-21,C005,Quincaillerie Diego,Antsiranana,P005,Sucre Blanc 1kg,Sucre,8,4000,0,32000.0,6400.0
V2674,2026-07-21,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,11,54000,0,594000.0,99000.0
V2675,2026-07-21,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,2,98000,10,176400.0,6400.0
V2676,2026-07-21,C001,Epicerie Amina,Antsiranana,P008,Farine 1kg,Farine,10,2800,0,28000.0,6000.0
V2677,2026-07-21,C003,Hotel Constance Nosy Be,Nosy Be,P001,Riz Maka 25kg,Riz,26,65000,10,1521000.0,91000.0
V2678,2026-07-21,C001,Epicerie Amina,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,8,4500,0,36000.0,8000.0
V2679,2026-07-22,C001,Epicerie Amina,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,4,50000,10,180000.0,12000.0
V2680,2026-07-22,C005,Quincaillerie Diego,Antsiranana,P007,Farine 25kg,Farine,4,54000,5,205200.0,25200.0
V2681,2026-07-22,C005,Quincaillerie Diego,Antsiranana,P009,Lait Nido 2kg,Lait,9,78000,0,702000.0,117000.0
V2682,2026-07-22,C005,Quincaillerie Diego,Antsiranana,P005,Sucre Blanc 1kg,Sucre,12,4000,10,43200.0,4800.0
V2683,2026-07-22,C006,Alimentation Ambilobe,Ambilobe,P001,Riz Maka 25kg,Riz,29,65000,5,1790750.0,195750.0
V2684,2026-07-22,C006,Alimentation Ambilobe,Ambilobe,P017,Eau Vive 1 pack 1.5L,Boisson,1,10000,0,10000.0,2000.0
V2685,2026-07-22,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,23,130000,0,2990000.0,460000.0
V2686,2026-07-22,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,5,32000,0,160000.0,35000.0
V2687,2026-07-22,C004,Epicerie Madiro,Ambanja,P001,Riz Maka 25kg,Riz,9,65000,0,585000.0,90000.0
V2688,2026-07-22,C006,Alimentation Ambilobe,Ambilobe,P009,Lait Nido 2kg,Lait,11,78000,10,772200.0,57200.0
V2689,2026-07-22,C003,Hotel Constance Nosy Be,Nosy Be,P004,Huile Hina 5L,Huile,1,33000,0,33000.0,5000.0
V2690,2026-07-23,C006,Alimentation Ambilobe,Ambilobe,P013,Boite Sardine 10pcs,Conserve,4,18000,0,72000.0,12000.0
V2691,2026-07-23,C005,Quincaillerie Diego,Antsiranana,P004,Huile Hina 5L,Huile,15,33000,0,495000.0,75000.0
V2692,2026-07-23,C004,Epicerie Madiro,Ambanja,P020,Tôles 3m galvanisées,Matériaux,9,32000,0,288000.0,63000.0
V2693,2026-07-23,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,9,54000,0,486000.0,81000.0
V2694,2026-07-23,C005,Quincaillerie Diego,Antsiranana,P001,Riz Maka 25kg,Riz,7,65000,0,455000.0,70000.0
V2695,2026-07-24,C005,Quincaillerie Diego,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,6,4500,0,27000.0,6000.0
V2696,2026-07-24,C004,Epicerie Madiro,Ambanja,P006,Sucre Roux 1kg,Sucre,1,3800,0,3800.0,800.0
V2697,2026-07-24,C006,Alimentation Ambilobe,Ambilobe,P012,Omo 1kg,Hygiène,6,10000,10,54000.0,6000.0
V2698,2026-07-24,C003,Hotel Constance Nosy Be,Nosy Be,P008,Farine 1kg,Farine,9,2800,0,25200.0,5400.0
V2699,2026-07-24,C001,Epicerie Amina,Antsiranana,P009,Lait Nido 2kg,Lait,15,78000,0,1170000.0,195000.0
V2700,2026-07-24,C001,Epicerie Amina,Antsiranana,P018,Coca 1 pack 33cl,Boisson,5,15000,0,75000.0,15000.0
V2701,2026-07-25,C002,Score Jumbo,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,15,50000,0,750000.0,120000.0
V2702,2026-07-25,C006,Alimentation Ambilobe,Ambilobe,P005,Sucre Blanc 1kg,Sucre,2,4000,10,7200.0,800.0
V2703,2026-07-25,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,11,10000,5,104500.0,16500.0
V2704,2026-07-25,C006,Alimentation Ambilobe,Ambilobe,P008,Farine 1kg,Farine,7,2800,0,19600.0,4200.0
V2705,2026-07-25,C005,Quincaillerie Diego,Antsiranana,P005,Sucre Blanc 1kg,Sucre,7,4000,0,28000.0,5600.0
V2706,2026-07-25,C005,Quincaillerie Diego,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,8,50000,5,380000.0,44000.0
V2707,2026-07-25,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,11,54000,0,594000.0,99000.0
V2708,2026-07-26,C005,Quincaillerie Diego,Antsiranana,P018,Coca 1 pack 33cl,Boisson,11,15000,0,165000.0,33000.0
V2709,2026-07-26,C002,Score Jumbo,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,12,4500,10,48600.0,6600.0
V2710,2026-07-26,C005,Quincaillerie Diego,Antsiranana,P005,Sucre Blanc 1kg,Sucre,7,4000,0,28000.0,5600.0
V2711,2026-07-26,C006,Alimentation Ambilobe,Ambilobe,P019,Ciment Holcim 50kg,Matériaux,15,45000,0,675000.0,105000.0
V2712,2026-07-26,C003,Hotel Constance Nosy Be,Nosy Be,P003,Huile Ril 20L,Huile,9,98000,5,837900.0,72900.0
V2713,2026-07-26,C006,Alimentation Ambilobe,Ambilobe,P004,Huile Hina 5L,Huile,3,33000,0,99000.0,15000.0
V2714,2026-07-26,C002,Score Jumbo,Antsiranana,P001,Riz Maka 25kg,Riz,25,65000,0,1625000.0,250000.0
V2715,2026-07-26,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,8,4500,10,32400.0,4400.0
V2716,2026-07-26,C006,Alimentation Ambilobe,Ambilobe,P009,Lait Nido 2kg,Lait,3,78000,0,234000.0,39000.0
V2717,2026-07-26,C001,Epicerie Amina,Antsiranana,P005,Sucre Blanc 1kg,Sucre,3,4000,0,12000.0,2400.0
V2718,2026-07-27,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,5,32000,5,152000.0,27000.0
V2719,2026-07-27,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,4,32000,5,121600.0,21600.0
V2720,2026-07-27,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,11,2800,0,30800.0,6600.0
V2721,2026-07-27,C003,Hotel Constance Nosy Be,Nosy Be,P003,Huile Ril 20L,Huile,12,98000,0,1176000.0,156000.0
V2722,2026-07-27,C002,Score Jumbo,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,14,10000,5,133000.0,21000.0
V2723,2026-07-27,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,3,10000,0,30000.0,6000.0
V2724,2026-07-27,C004,Epicerie Madiro,Ambanja,P016,Biscuit Gold 1 carton,Biscuit,3,22000,0,66000.0,12000.0
V2725,2026-07-28,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,1,2800,0,2800.0,600.0
V2726,2026-07-28,C001,Epicerie Amina,Antsiranana,P009,Lait Nido 2kg,Lait,7,78000,0,546000.0,91000.0
V2727,2026-07-28,C006,Alimentation Ambilobe,Ambilobe,P007,Farine 25kg,Farine,13,54000,0,702000.0,117000.0
V2728,2026-07-28,C001,Epicerie Amina,Antsiranana,P006,Sucre Roux 1kg,Sucre,15,3800,0,57000.0,12000.0
V2729,2026-07-28,C005,Quincaillerie Diego,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,12,22000,0,264000.0,48000.0
V2730,2026-07-28,C004,Epicerie Madiro,Ambanja,P008,Farine 1kg,Farine,7,2800,0,19600.0,4200.0
V2731,2026-07-28,C001,Epicerie Amina,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,12,32000,0,384000.0,84000.0
V2732,2026-07-28,C006,Alimentation Ambilobe,Ambilobe,P011,Savon Nosy 1 carton,Hygiène,7,50000,5,332500.0,38500.0
V2733,2026-07-29,C006,Alimentation Ambilobe,Ambilobe,P019,Ciment Holcim 50kg,Matériaux,10,45000,5,427500.0,47500.0
V2734,2026-07-29,C005,Quincaillerie Diego,Antsiranana,P002,Riz Tsipala 50kg,Riz,38,130000,0,4940000.0,760000.0
V2735,2026-07-29,C004,Epicerie Madiro,Ambanja,P015,Pâtes Spaghetti 500g,Pâtes,14,3200,0,44800.0,9800.0
V2736,2026-07-29,C002,Score Jumbo,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,9,10000,0,90000.0,18000.0
V2737,2026-07-29,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,40,130000,0,5200000.0,800000.0
V2738,2026-07-29,C005,Quincaillerie Diego,Antsiranana,P002,Riz Tsipala 50kg,Riz,17,130000,0,2210000.0,340000.0
V2739,2026-07-29,C004,Epicerie Madiro,Ambanja,P013,Boite Sardine 10pcs,Conserve,15,18000,0,270000.0,45000.0
V2740,2026-07-29,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,3,3200,0,9600.0,2100.0
V2741,2026-07-29,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,15,32000,0,480000.0,105000.0
V2742,2026-07-30,C006,Alimentation Ambilobe,Ambilobe,P017,Eau Vive 1 pack 1.5L,Boisson,15,10000,0,150000.0,30000.0
V2743,2026-07-30,C004,Epicerie Madiro,Ambanja,P015,Pâtes Spaghetti 500g,Pâtes,2,3200,10,5760.0,760.0
V2744,2026-07-30,C005,Quincaillerie Diego,Antsiranana,P004,Huile Hina 5L,Huile,3,33000,5,94050.0,10050.0
V2745,2026-07-30,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,3,15000,0,45000.0,9000.0
V2746,2026-07-30,C004,Epicerie Madiro,Ambanja,P011,Savon Nosy 1 carton,Hygiène,8,50000,0,400000.0,64000.0
V2747,2026-07-30,C002,Score Jumbo,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,10,3200,10,28800.0,3800.0
V2748,2026-07-30,C002,Score Jumbo,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,2,3200,0,6400.0,1400.0
V2749,2026-07-31,C003,Hotel Constance Nosy Be,Nosy Be,P006,Sucre Roux 1kg,Sucre,12,3800,10,41040.0,5040.0
V2750,2026-07-31,C001,Epicerie Amina,Antsiranana,P003,Huile Ril 20L,Huile,2,98000,10,176400.0,6400.0
V2751,2026-07-31,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,2,10000,5,19000.0,3000.0
V2752,2026-07-31,C006,Alimentation Ambilobe,Ambilobe,P013,Boite Sardine 10pcs,Conserve,12,18000,5,205200.0,25200.0
V2753,2026-07-31,C005,Quincaillerie Diego,Antsiranana,P006,Sucre Roux 1kg,Sucre,7,3800,5,25270.0,4270.0
V2754,2026-07-31,C004,Epicerie Madiro,Ambanja,P002,Riz Tsipala 50kg,Riz,15,130000,0,1950000.0,300000.0
V2755,2026-07-31,C005,Quincaillerie Diego,Antsiranana,P005,Sucre Blanc 1kg,Sucre,3,4000,0,12000.0,2400.0
V2756,2026-08-01,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,31,130000,0,4030000.0,620000.0
V2757,2026-08-01,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,5,3200,10,14400.0,1900.0
V2758,2026-08-01,C002,Score Jumbo,Antsiranana,P004,Huile Hina 5L,Huile,15,33000,0,495000.0,75000.0
V2759,2026-08-01,C002,Score Jumbo,Antsiranana,P001,Riz Maka 25kg,Riz,21,65000,0,1365000.0,210000.0
V2760,2026-08-01,C004,Epicerie Madiro,Ambanja,P016,Biscuit Gold 1 carton,Biscuit,14,22000,0,308000.0,56000.0
V2761,2026-08-01,C005,Quincaillerie Diego,Antsiranana,P001,Riz Maka 25kg,Riz,36,65000,0,2340000.0,360000.0
V2762,2026-08-01,C002,Score Jumbo,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,11,45000,0,495000.0,77000.0
V2763,2026-08-01,C004,Epicerie Madiro,Ambanja,P014,Tomate concentrée 1 carton,Conserve,8,30000,0,240000.0,40000.0
V2764,2026-08-02,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,1,32000,0,32000.0,7000.0
V2765,2026-08-02,C005,Quincaillerie Diego,Antsiranana,P009,Lait Nido 2kg,Lait,10,78000,10,702000.0,52000.0
V2766,2026-08-02,C005,Quincaillerie Diego,Antsiranana,P007,Farine 25kg,Farine,1,54000,0,54000.0,9000.0
V2767,2026-08-02,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,27,130000,0,3510000.0,540000.0
V2768,2026-08-02,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,24,130000,0,3120000.0,480000.0
V2769,2026-08-02,C001,Epicerie Amina,Antsiranana,P002,Riz Tsipala 50kg,Riz,11,130000,0,1430000.0,220000.0
V2770,2026-08-02,C002,Score Jumbo,Antsiranana,P006,Sucre Roux 1kg,Sucre,11,3800,0,41800.0,8800.0
V2771,2026-08-02,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,10,32000,5,304000.0,54000.0
V2772,2026-08-02,C002,Score Jumbo,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,12,3200,5,36480.0,6480.0
V2773,2026-08-02,C003,Hotel Constance Nosy Be,Nosy Be,P002,Riz Tsipala 50kg,Riz,10,130000,0,1300000.0,200000.0
V2774,2026-08-02,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,15,10000,0,150000.0,30000.0
V2775,2026-08-03,C001,Epicerie Amina,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,14,30000,5,399000.0,49000.0
V2776,2026-08-03,C001,Epicerie Amina,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,8,4500,0,36000.0,8000.0
V2777,2026-08-03,C001,Epicerie Amina,Antsiranana,P009,Lait Nido 2kg,Lait,6,78000,5,444600.0,54600.0
V2778,2026-08-03,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,4,10000,10,36000.0,4000.0
V2779,2026-08-03,C002,Score Jumbo,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,1,32000,0,32000.0,7000.0
V2780,2026-08-03,C005,Quincaillerie Diego,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,2,10000,0,20000.0,4000.0
V2781,2026-08-03,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,15,32000,10,432000.0,57000.0
V2782,2026-08-03,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,10,30000,0,300000.0,50000.0
V2783,2026-08-03,C003,Hotel Constance Nosy Be,Nosy Be,P017,Eau Vive 1 pack 1.5L,Boisson,10,10000,5,95000.0,15000.0
V2784,2026-08-03,C003,Hotel Constance Nosy Be,Nosy Be,P005,Sucre Blanc 1kg,Sucre,10,4000,5,38000.0,6000.0
V2785,2026-08-03,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,12,10000,10,108000.0,12000.0
V2786,2026-08-03,C004,Epicerie Madiro,Ambanja,P016,Biscuit Gold 1 carton,Biscuit,13,22000,0,286000.0,52000.0
V2787,2026-08-04,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,12,2800,0,33600.0,7200.0
V2788,2026-08-04,C002,Score Jumbo,Antsiranana,P001,Riz Maka 25kg,Riz,12,65000,0,780000.0,120000.0
V2789,2026-08-04,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,12,33000,0,396000.0,60000.0
V2790,2026-08-04,C005,Quincaillerie Diego,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,7,30000,0,210000.0,35000.0
V2791,2026-08-04,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,9,10000,10,81000.0,9000.0
V2792,2026-08-04,C002,Score Jumbo,Antsiranana,P001,Riz Maka 25kg,Riz,17,65000,10,994500.0,59500.0
V2793,2026-08-04,C003,Hotel Constance Nosy Be,Nosy Be,P009,Lait Nido 2kg,Lait,13,78000,0,1014000.0,169000.0
V2794,2026-08-04,C003,Hotel Constance Nosy Be,Nosy Be,P010,Lait Bonnet Rouge 450g,Lait,9,4500,5,38475.0,6975.0
V2795,2026-08-05,C003,Hotel Constance Nosy Be,Nosy Be,P001,Riz Maka 25kg,Riz,12,65000,10,702000.0,42000.0
V2796,2026-08-05,C003,Hotel Constance Nosy Be,Nosy Be,P011,Savon Nosy 1 carton,Hygiène,7,50000,10,315000.0,21000.0
V2797,2026-08-05,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,1,32000,0,32000.0,7000.0
V2798,2026-08-05,C002,Score Jumbo,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,14,50000,0,700000.0,112000.0
V2799,2026-08-05,C006,Alimentation Ambilobe,Ambilobe,P016,Biscuit Gold 1 carton,Biscuit,15,22000,0,330000.0,60000.0
V2800,2026-08-05,C001,Epicerie Amina,Antsiranana,P005,Sucre Blanc 1kg,Sucre,8,4000,0,32000.0,6400.0
V2801,2026-08-05,C006,Alimentation Ambilobe,Ambilobe,P015,Pâtes Spaghetti 500g,Pâtes,15,3200,5,45600.0,8100.0
V2802,2026-08-05,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,13,3200,0,41600.0,9100.0
V2803,2026-08-05,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,38,130000,0,4940000.0,760000.0
V2804,2026-08-05,C005,Quincaillerie Diego,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,9,50000,5,427500.0,49500.0
V2805,2026-08-05,C001,Epicerie Amina,Antsiranana,P007,Farine 25kg,Farine,10,54000,10,486000.0,36000.0
V2806,2026-08-06,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,2,10000,0,20000.0,4000.0
V2807,2026-08-06,C003,Hotel Constance Nosy Be,Nosy Be,P001,Riz Maka 25kg,Riz,26,65000,0,1690000.0,260000.0
V2808,2026-08-06,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,14,15000,0,210000.0,42000.0
V2809,2026-08-06,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,7,32000,0,224000.0,49000.0
V2810,2026-08-06,C005,Quincaillerie Diego,Antsiranana,P004,Huile Hina 5L,Huile,14,33000,0,462000.0,70000.0
V2811,2026-08-07,C006,Alimentation Ambilobe,Ambilobe,P011,Savon Nosy 1 carton,Hygiène,12,50000,0,600000.0,96000.0
V2812,2026-08-07,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,2,30000,0,60000.0,10000.0
V2813,2026-08-07,C002,Score Jumbo,Antsiranana,P012,Omo 1kg,Hygiène,8,10000,0,80000.0,16000.0
V2814,2026-08-07,C002,Score Jumbo,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,5,10000,0,50000.0,10000.0
V2815,2026-08-07,C001,Epicerie Amina,Antsiranana,P012,Omo 1kg,Hygiène,13,10000,0,130000.0,26000.0
V2816,2026-08-07,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,8,98000,5,744800.0,64800.0
V2817,2026-08-07,C001,Epicerie Amina,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,15,22000,5,313500.0,43500.0
V2818,2026-08-07,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,6,54000,0,324000.0,54000.0
V2819,2026-08-07,C006,Alimentation Ambilobe,Ambilobe,P017,Eau Vive 1 pack 1.5L,Boisson,5,10000,0,50000.0,10000.0
V2820,2026-08-07,C002,Score Jumbo,Antsiranana,P004,Huile Hina 5L,Huile,14,33000,5,438900.0,46900.0
V2821,2026-08-08,C006,Alimentation Ambilobe,Ambilobe,P005,Sucre Blanc 1kg,Sucre,4,4000,10,14400.0,1600.0
V2822,2026-08-08,C001,Epicerie Amina,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,7,3200,10,20160.0,2660.0
V2823,2026-08-08,C005,Quincaillerie Diego,Antsiranana,P004,Huile Hina 5L,Huile,1,33000,0,33000.0,5000.0
V2824,2026-08-08,C001,Epicerie Amina,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,14,32000,0,448000.0,98000.0
V2825,2026-08-08,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,15,3200,0,48000.0,10500.0
V2826,2026-08-08,C001,Epicerie Amina,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,13,10000,10,117000.0,13000.0
V2827,2026-08-08,C006,Alimentation Ambilobe,Ambilobe,P010,Lait Bonnet Rouge 450g,Lait,1,4500,5,4275.0,775.0
V2828,2026-08-08,C003,Hotel Constance Nosy Be,Nosy Be,P007,Farine 25kg,Farine,6,54000,0,324000.0,54000.0
V2829,2026-08-08,C002,Score Jumbo,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,5,4500,5,21375.0,3875.0
V2830,2026-08-09,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,11,3200,0,35200.0,7700.0
V2831,2026-08-09,C003,Hotel Constance Nosy Be,Nosy Be,P005,Sucre Blanc 1kg,Sucre,3,4000,0,12000.0,2400.0
V2832,2026-08-09,C001,Epicerie Amina,Antsiranana,P001,Riz Maka 25kg,Riz,40,65000,5,2470000.0,270000.0
V2833,2026-08-09,C001,Epicerie Amina,Antsiranana,P007,Farine 25kg,Farine,9,54000,0,486000.0,81000.0
V2834,2026-08-09,C005,Quincaillerie Diego,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,5,50000,0,250000.0,40000.0
V2835,2026-08-09,C006,Alimentation Ambilobe,Ambilobe,P010,Lait Bonnet Rouge 450g,Lait,10,4500,0,45000.0,10000.0
V2836,2026-08-09,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,5,98000,5,465500.0,40500.0
V2837,2026-08-09,C003,Hotel Constance Nosy Be,Nosy Be,P018,Coca 1 pack 33cl,Boisson,8,15000,0,120000.0,24000.0
V2838,2026-08-09,C002,Score Jumbo,Antsiranana,P001,Riz Maka 25kg,Riz,35,65000,10,2047500.0,122500.0
V2839,2026-08-10,C001,Epicerie Amina,Antsiranana,P004,Huile Hina 5L,Huile,7,33000,0,231000.0,35000.0
V2840,2026-08-10,C001,Epicerie Amina,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,7,30000,0,210000.0,35000.0
V2841,2026-08-10,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,15,32000,5,456000.0,81000.0
V2842,2026-08-10,C006,Alimentation Ambilobe,Ambilobe,P015,Pâtes Spaghetti 500g,Pâtes,10,3200,0,32000.0,7000.0
V2843,2026-08-10,C003,Hotel Constance Nosy Be,Nosy Be,P011,Savon Nosy 1 carton,Hygiène,14,50000,0,700000.0,112000.0
V2844,2026-08-10,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,2,15000,0,30000.0,6000.0
V2845,2026-08-10,C005,Quincaillerie Diego,Antsiranana,P005,Sucre Blanc 1kg,Sucre,2,4000,10,7200.0,800.0
V2846,2026-08-11,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,8,33000,0,264000.0,40000.0
V2847,2026-08-11,C006,Alimentation Ambilobe,Ambilobe,P015,Pâtes Spaghetti 500g,Pâtes,8,3200,0,25600.0,5600.0
